serial_number,qid,intermediate_lang,query,translated,sample
1441,QA20CAPR-0325,中国語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,1グラムの物質の温度を1°C上げるために必要な熱量を表す用語は何ですか？,ジュール熱(J)。
1442,QA20CAPR-0325,フランス語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,1gの物質の温度を1°C上げるために必要な熱量を指す用語は何ですか？,ジュール熱(J)とは、物質の運動エネルギーの変化によって生み出される熱のことです。物体が運動することによって、その周りの空気が温められます。これにより、物体から放出される熱が増加することになります。
1443,QA20CAPR-0325,ドイツ語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,1 gの物質の温度を1 °C上げるために必要な熱量の用語は何ですか？,ジュール/秒 2gの物質の温度を1 °C上げるには、2 gの物質に費やす総エネルギー量= 2 g * 2g = 4 gです。4 gの物質の温度を1 °C上げるには、4 gの物質に費やす総エネルギー量= 4 g * 4 g = 16 gです。ジュール/秒とは、物質の温度を1 °C上げるのに必要な熱量を表す単位です。ジュール/秒で表現される熱量は、物質の温度を1 °C上げるのに必要な熱量であり、物質の温度を1 °C
1444,QA20CAPR-0325,イタリア語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,1gの物質の温度を1°C上げるために必要な熱量の用語は何ですか？,ジュール熱
1445,QA20CAPR-0325,韓国語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,英語で、1gの物質の温度を1°C上げるために必要な熱量の用語は何ですか？,ジュール/kgfです。
1446,QA20CAPR-0325,ポルトガル語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,1gの物質の温度を1°C上げるために必要な熱量の用語は何ですか？,ジュール熱
1447,QA20CAPR-0325,ロシア語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,1グラムの物質の温度を1°C上げるために必要な熱の量の用語は何ですか？,"ジュール/秒 2ジュール/秒 = 1000ワット/秒 3ジュール/秒 = 2000ワット/秒 4ジュール/秒 = 3000ワット/秒 5ジュール/秒 = 5000ワット/秒 6ジュール/秒 = 10000ワット/秒 7ジュール/秒 = 100,000ワット/秒 8ジュール/秒 = 150,000ワット/秒 9ジュール/秒 = 250,000ワット/秒 10ジュール/秒 = 50,000ワット/秒 11ジュール/秒 = 100,000ワット/秒 12ジュール/秒 = 130,000ワット/秒"
1448,QA20CAPR-0325,スペイン語,ある物質1gの温度を1°C上昇させるために必要な熱量のことを何容量というでしょう?,1gの物質の温度を1°C上げるために必要な熱量の用語は何ですか？,ジュール熱
1449,QA20CAPR-0327,英語,フランスではウェディングケーキとして食べられることもある、小さなシュークリームを積み重ねて作られたケーキのことを何というでしょう?,フランスでは、時々ウェディングケーキとして食べられる、小さなシュークリームを積み重ねたケーキの名前は何ですか？,フォレ・デュ・コロンビエ(Folle du Colombier)です。
1450,QA20CAPR-0327,中国語,フランスではウェディングケーキとして食べられることもある、小さなシュークリームを積み重ねて作られたケーキのことを何というでしょう?,フランスで、時に結婚式のケーキとして使われる、クリームパフを積み重ねたケーキの名前は何ですか？,フォレ・ノワール。 フォレ・ノワールは、フランスの菓子職人によって作られる、クリームとチョコレートの生地を重ね合わせたケーキです。
